time,discount_factor
0.08333333333333333,0.9963649561595745
0.25,0.9891344610780785
0.5,0.9785337511469384
1.0,0.9595412243968066
2.0,0.9231163463866358
3.0,0.8871865527635837
5.0,0.8142400945671536
7.0,0.7390423888027358
10.0,0.6350827332459281
20.0,0.3642189795715233
30.0,0.21980818484776174
